player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
3641,O Thomas,Left hand Bat,Right arm Fast,Unknown,Oshane Romaine Thomas,Oshane Romaine,No Image
7476,R Dhawan,Right hand Bat,Right arm Medium fast,Unknown,Rishi Dhawan,Rishi Dhawan,No Image
15867,BA Bhatt,Left hand Bat,Slow Left arm Orthodox,Unknown,Bhargav Ashok Bhatt,Bhargav Ashok,No Image
6550,TH David,Right hand Bat,Right arm Offbreak,Unknown,Timothy Hays David,Timothy Hays,No Image
12269,CRD Fernando,Right hand Bat,Right arm Fast medium,Unknown,Congenige Randhi Dilhara Fernando,Congenige Randhi,No Image
16009,R Ninan,Right hand Bat,Right arm Offbreak,Unknown,Ryan Ninan,Ryan Ninan,No Image
11,A Choudhary,Right hand Bat,Left arm Medium,Unknown,Aniket Vinod Choudhary,Aniket Vinod,No Image
3100,AS Joseph,Right hand Bat,Right arm Fast,Unknown,Alzarri Shaheim Joseph,Alzarri Shaheim,No Image
6944,D Brevis,Right hand Bat,Legbreak,Unknown,Dewald Brevis,Dewald Brevis,No Image
14303,CK Langeveldt,Right hand Bat,Right arm Fast medium,Unknown,Charl Kenneth Langeveldt,Charl Kenneth,No Image
14707,AB Barath,Right hand Bat,Right arm Offbreak,Unknown,Adrian Boris Barath,Adrian Boris,No Image
2138,DR Shorey,Right hand Bat,Right arm Offbreak,Unknown,Dhruv Ranjan Shorey,Dhruv Ranjan,No Image
753,SP Jackson,Right hand Bat,Unknown,Wicketkeeper,Sheldon Philip Jackson,Sheldon Philip,No Image
2,Mandeep Singh,Right hand Bat,Right arm Medium,Unknown,Mandeep Singh,Mandeep Singh,No Image
11956,SM Katich,Left hand Bat,Left arm Wrist spin,Unknown,Simon Mathew Katich,Simon Mathew,No Image
538,Mohammed Siraj,Right hand Bat,Right arm Fast,Unknown,Mohammed Siraj,Mohammed Siraj,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973
12234,JA Morkel,Left hand Bat,Right arm Medium fast,Unknown,Johannes Albertus Morkel,Johannes Albertus,No Image
50,DR Smith,Right hand Bat,Right arm Medium,Unknown,Dwayne Romel Smith,Dwayne Romel,No Image
13,S Dhawan,Left hand Bat,Right arm Offbreak,Unknown,Shikhar Dhawan,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png
71,GJ Maxwell,Right hand Bat,Right arm Offbreak,Unknown,Glenn James Maxwell,Glenn James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Glenn%20Maxwell.png
36973,UA Birla,Right hand Bat,Right arm Medium,Unknown,Udit Alok Birla,Udit Alok,No Image
316,C de Grandhomme,Right hand Bat,Right arm Medium fast,Unknown,Colin de Grandhomme,Colin de,No Image
8646,YV Dhull,Right hand Bat,Right arm Offbreak,Unknown,Yash Vijay Dhull,Yash Vijay,No Image
34522,GB Hogg,Left hand Bat,Left arm Wrist spin,Unknown,George Bradley Hogg,George Bradley,No Image
8776,Harpreet Singh,Left hand Bat,Right arm Medium,Unknown,Harpreet Singh Bhatia,Harpreet Singh,No Image
12546,J Arunkumar,Right hand Bat,Right arm Offbreak,Unknown,Jagadeesh Arunkumar,Jagadeesh Arunkumar,No Image
14712,SJ Srivastava,Right hand Bat,Left arm Fast medium,Unknown,Shalabh Jagdishprasad Srivastava,Shalabh Jagdishprasad,No Image
8082,R Sanjay Yadav,Left hand Bat,Slow Left arm Orthodox,Unknown,Ramsingh  Sanjay Yadav,Ramsingh  Sanjay,No Image
15150,SB Wagh,Left hand Bat,Left arm Medium fast,Unknown,Shrikant Bhaskar Wagh,Shrikant Bhaskar,No Image
179,KK Nair,Right hand Bat,Right arm Offbreak,Unknown,Karun Nair,Karun Nair,https://www.espncricinfo.com/cricketers/karun-nair-398439
228,Harbhajan Singh,Right hand Bat,Right arm Offbreak,Unknown,Harbhajan Singh,Harbhajan Singh,No Image
1035,LMP Simmons,Right hand Bat,Right arm Medium fast,Occasional Wicketkeeper,Lendl Mark Platter Simmons,Lendl Mark,No Image
13502,Shoaib Ahmed,Right hand Bat,Right arm Fast medium,Unknown,Syed Mohammad Shoaib Ahmed,Syed Mohammad,No Image
13763,D du Preez,Right hand Bat,Right arm Fast medium,Unknown,Dillon du Preez,Dillon du,No Image
3393,AJ Turner,Right hand Bat,Right arm Offbreak,Unknown,Ashton James Turner,Ashton James,No Image
15818,RV Gomez,Right hand Bat,Right arm Medium,Unknown,Raiphi Vincent Gomez,Raiphi Vincent,No Image
389,SS Iyer,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Unknown,Shreyas Santosh Iyer,Shreyas Santosh,No Image
12007,AC Gilchrist,Left hand Bat,Right arm Offbreak,Wicketkeeper,Adam Craig Gilchrist,Adam Craig,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319600/319684.png"
1377,E Lewis,Left hand Bat,Unknown,Unknown,Evin Lewis,Evin Lewis,No Image
4058,SS Cottrell,Right hand Bat,Left arm Fast medium,Unknown,Sheldon Shane Cottrell,Sheldon Shane,No Image
37119,Parvez Rasool,Right hand Bat,Right arm Offbreak,Unknown,Parvez Ghulam Rasool Zargar,Parvez Ghulam,No Image
1419,Mujeeb Ur Rahman,Right hand Bat,Right arm Offbreak,Unknown,Mujeeb Ur Rahman,Mujeeb Ur,No Image
12010,A Symonds,Right hand Bat,"Right arm Medium, Right arm Offbreak",Unknown,Andrew Symonds,Andrew Symonds,No Image
13267,Harmeet Singh,Right hand Bat,Right arm Medium,Unknown,Harmeet Singh Bansal,Harmeet Singh,No Image
3246,JL Denly,Right hand Bat,Legbreak,Unknown,Joseph Liam Denly,Joseph Liam,No Image
13250,RS Bopara,Right hand Bat,Right arm Medium,Unknown,Ravinder Singh Bopara,Ravinder Singh,No Image
613,Washington Sundar,Left hand Bat,Right arm Offbreak,Unknown,Washington Sundar,Washington Sundar,https://www.espncricinfo.com/cricketers/washington-sundar-719715
7024,Shashank Singh,Right hand Bat,"Right arm Medium, Right arm Offbreak",Unknown,Shashank Singh,Shashank Singh,https://www.espncricinfo.com/cricketers/shashank-singh-377534
4047,A Nortje,Right hand Bat,Right arm Fast,Unknown,Anrich Arno Nortje,Anrich Arno,No Image
1559,A Dananjaya,Left hand Bat,"Right arm Offbreak, Legbreak",Unknown,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,Mahamarakkala Kurukulasooriya,No Image
495,S Kaul,Right hand Bat,Right arm Medium,Unknown,Siddarth Kaul,Siddarth Kaul,No Image
1580,Shubman Gill,Right hand Bat,Right arm Offbreak,Unknown,Shubman Gill,Shubman Gill,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shubman%20Gill.png
34089,KH Devdhar,Right hand Bat,Unknown,Wicketkeeper,Kedar Hemant Devdhar,Kedar Hemant,No Image
1409,KL Rahul,Right hand Bat,Unknown,Wicketkeeper,Kannaur Lokesh Rahul,Kannaur Lokesh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/KL%20Rahul.png
34304,M de Lange,Right hand Bat,Right arm Fast,Unknown,Marchant de Lange,Marchant de,No Image
11961,WA Mota,Right hand Bat,Right arm Medium,Unknown,Wilkin Arvind Mota,Wilkin Arvind,No Image
51,MS Gony,Right hand Bat,Right arm Medium,Unknown,Manpreet Singh Gony,Manpreet Singh,No Image
36609,X Thalaivan Sargunam,Right hand Bat,Right arm Offbreak,Unknown,Xavier Thalaivan Sargunam,Xavier Thalaivan,No Image
13198,A Flintoff,Right hand Bat,Right arm Fast medium,Unknown,Andrew Flintoff,Andrew Flintoff,No Image
3076,SC Kuggeleijn,Right hand Bat,Right arm Fast medium,Unknown,Scott Christopher Kuggeleijn,Scott Christopher,No Image
219,AS Rajpoot,Right hand Bat,Right arm Medium,Unknown,Ankit Singh Rajpoot,Ankit Singh,No Image
230,SL Malinga,Right hand Bat,Right arm Fast,Unknown,Separamadu Lasith Malinga,Separamadu Lasith,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Lasith%20Malinga.png
1386,M Markande,Right hand Bat,Legbreak,Unknown,Mayank Markande,Mayank Markande,https://www.espncricinfo.com/cricketers/mayank-markande-1081442
75,MM Sharma,Right hand Bat,Right arm Medium,Unknown,Mohit Mahipal Sharma,Mohit Mahipal,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohit%20Sharma.png
12014,SB Bangar,Right hand Bat,Right arm Medium fast,Unknown,Sanjay Bapusaheb Bangar,Sanjay Bapusaheb,No Image
12147,Sohail Tanvir,Left hand Bat,Left arm Medium fast,Unknown,Sohail Tanvir,Sohail Tanvir,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320472.1.png"
37979,BR Dunk,Left hand Bat,Right arm Offbreak,Wicketkeeper,Ben Robert Dunk,Ben Robert,No Image
308,I Sharma,Right hand Bat,Right arm Fast medium,Unknown,Ishant Sharma,Ishant Sharma,https://www.espncricinfo.com/cricketers/ishant-sharma-236779
9371,Akash Madhwal,Right hand Bat,Right arm Medium fast,Unknown,Akash Madhwal,Akash Madhwal,https://www.espncricinfo.com/cricketers/akash-madhwal-1206039
40813,SM Boland,Right hand Bat,Right arm Fast medium,Unknown,Scott Michael Boland,Scott Michael,No Image
9931,H Sharma,Right hand Bat,Legbreak,Unknown,Himanshu Sharma,Himanshu Sharma,No Image
13497,AA Bilakhia,Right hand Bat,Right arm Medium,Unknown,Azharuddin Anjum Bilakhia,Azharuddin Anjum,No Image
35153,MJ Clarke,Right hand Bat,Slow Left arm Orthodox,Unknown,Michael John Clarke,Michael John,No Image
8372,HC Brook,Right hand Bat,Right arm Medium,Unknown,Harry Cherrington Brook,Harry Cherrington,No Image
11919,SC Ganguly,Left hand Bat,Right arm Medium,Unknown,Sourav Chandidas Ganguly,Sourav Chandidas,No Image
4,KM Jadhav,Right hand Bat,Right arm Offbreak,Unknown,Kedar Mahadav Jadhav,Kedar Mahadav,No Image
29,KA Pollard,Right hand Bat,Right arm Medium,Unknown,Kieron Adrian Pollard,Kieron Adrian,No Image
6713,PBB Rajapaksa,Left hand Bat,Right arm Medium,Unknown,Pramod Bhanuka Bandara Rajapaksa,Pramod Bhanuka,No Image
14622,SE Bond,Right hand Bat,Right arm Fast,Unknown,Shane Edward Bond,Shane Edward,No Image
2329,JPR Scantlebury-Searles,Right hand Bat,Right arm Fast medium,Unknown,Javon Philip Ramon Scantlebury-Searles,Javon Philip,No Image
172,P Negi,Left hand Bat,Slow Left arm Orthodox,Unknown,Pawan Negi,Pawan Negi,No Image
12032,DPMD Jayawardene,Right hand Bat,Right arm Medium,Unknown,Denagamage Proboth Mahela de Silva Jayawardene,Denagamage Proboth,No Image
604,MG Johnson,Left hand Bat,Left arm Fast,Unknown,Mitchell Guy Johnson,Mitchell Guy,No Image
12738,RR Powar,Right hand Bat,Right arm Offbreak,Unknown,Ramesh Rajaram Powar,Ramesh Rajaram,No Image
14726,FY Fazal,Left hand Bat,Right arm Medium,Unknown,Faiz Yakub Fazal,Faiz Yakub,No Image
11951,M Muralitharan,Right hand Bat,Right arm Offbreak,Unknown,Muthiah Muralidaran,Muthiah Muralidaran,No Image
6880,JM Sharma,Right hand Bat,Unknown,Wicketkeeper,Jitesh Mohan Sharma,Jitesh Mohan,No Image
12465,DT Patil,Right hand Bat,Unknown,Wicketkeeper,Devraj Thyagaraj Patil,Devraj Thyagaraj,No Image
11953,JR Hopes,Right hand Bat,Right arm Medium,Unknown,James Redfern Hopes,James Redfern,No Image
6885,VG Arora,Right hand Bat,Right arm Fast medium,Unknown,Vaibhav Gopal Arora,Vaibhav Gopal,No Image
9225,AJ Hosein,Left hand Bat,Slow Left arm Orthodox,Unknown,Akeal Jerome Hosein,Akeal Jerome,No Image
16862,CJ Ferguson,Right hand Bat,Right arm Medium,Unknown,Callum James Ferguson,Callum James,No Image
14985,KAJ Roach,Right hand Bat,Right arm Fast medium,Unknown,Kemar Andre Jamal Roach,Kemar Andre,No Image
400,EJG Morgan,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Eoin Joseph Gerard Morgan,Eoin Joseph,No Image
